Unique Drugs,Unique Targets,Drug Names,Target Name
O=[N+]([O-])c1ccc(CNCCCCCCNCCCCCCCCNCCCCCCNCc2ccc([N+](=O)[O-])cc2)cc1,,Eprinomectin,
COc1ccccc1CNCCCCCCNCCCCCCCCCCCCCCNCCCCCCNCc1ccccc1C,,Z-Pro-Prolinal,
COc1ccccc1CN(C)CCCCCCNCCCCCCCCNCCCCCCN(C)Cc1ccccc1OC,,Tetrabenazine,
c1ccc(CNCCCCCCNCCCCCCCCNCCCCCCNCc2ccccc2)cc1,,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",
c1coc(CNCCCCCCNCCCCCCCCNCCCCCCNCc2ccco2)c1,,Paritaprevir,
Oc1ccc([C@@H]2C[NH2+]CCc3c2cc(O)c(O)c3Cl)cc1,,Setmelanotide,
C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)N[C@@H](CC(=O)O)Cc1ccc(N)cc1,,Bepotastine,
CCOC(=O)/C=C1\CC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,Deoxy-2-fluoro-beta-D-cellotrioside,
CCOC(=O)/C=C1\CC2(CCCCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,"(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE",
CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,Ursodeoxycholic acid,
CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,,QAV-680,
Nc1nc(N)c2cc(NCc3ccc(O)cc3)ccc2n1,,Loxicodegol,
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)c1cnc([C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2)o1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,Hydrocortisone valerate,
CC(C)(C)NCCCON=C(C1CC1)C1CC1,,Uridine,
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)c1cnc([C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2)s1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,Valganciclovir,
CCCc1cn(C2C(O)C(CO)OC(SC)C2O)nn1,,Vilaprisan,
COC(=O)c1cn(C2C(O)C(CO)OC(SC)C2O)nn1,,ISOTHIAZOLIDINONE ANALOG,
CSC1OC(CO)C(O)C(n2cc(C3(O)CCCCC3)nn2)C1O,,"2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine",
CCCCNC(=O)c1cn(C2C(O)C(CO)OC(SC)C2O)nn1,,Fosravuconazole,
CSC1OC(CO)C(O)C(n2cc(C(=O)NCCCO)nn2)C1O,,Hydroflumethiazide,
Cc1ccc(Nc2nccc(-c3ccnc(N4CCN(CC[NH3+])CC4)c3)n2)cc1Cl,,4-Hydroxyphenylglycine,
CSC1OC(CO)C(O)C(NC(=O)c2ccccc2)C1O,,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE",
N[C@H](C(=O)O)[C@@H]1C(C(=O)O)[C@@H]1CO,,PF-05241328,
O=C1CC[C@](CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CCC(F)(F)CC1,,Toreforant,
O=C1CCN(C2CN(CC[C@]3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CCC(F)(F)CC4)C3)C2)CC1,,Eribaxaban,
O=C1CC[C@](CCN2CC(N3CCC(O)CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CCC(F)(F)CC1,,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",
O=C1CC[C@](CCN2CC(N3CCC(F)CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CC1,,Stepronin,
O=C1CC[C@](CCN2CC(N3CCC(F)CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CCC1CC1,,Polmacoxib,
NC1CCN(C2CN(CC[C@]3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CCC(F)(F)CC4)C3)C2)CC1,,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine",
CCCCc1c(C)nc2nc(SCc3nc4c(c(=O)[nH]c(=O)n4CCCC)n3CC)nn2c1C,,"N-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide",
Cc1cc(=O)n(C)c2cc(NS(C)(=O)=O)ccc12,,beta-D-glucose 6-phosphate,
CNC(=O)c1cc(OCC(=O)Nc2ccccc2)ccc1OC1CCOCC1,,MF268,
COc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,,Tazemetostat,
CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(Cl)cc1,,Cyclophosphamide,
CC(=O)NC(CCC(=O)O)C(=O)N1CCC[C@H]1C(N)=O,,Pseudoephedrine,
C=CC(C)(C)c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,,Iron sucrose,
Cc1ccc2nc(-c3ccc(OCCCN4CCCCC4)cc3)cn2c1,,4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE,
CCCCNc1ccc(C(=O)OCC[N+](C)(C)CCC[NH3+])cc1,,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,
CCCCNc1ccc(C(=O)OCC[N+](C)(C)CCC[NH2+]CCC[NH3+])cc1,,Pyridoxine,
C[NH+](C)CCOC(=O)c1ccc(NCCCC[NH3+])cc1,,1-Aminocyclopropylphosphonate,
C[NH+](C)CCOC(=O)c1ccc(N)cc1,,Chromanol,
NCCCC[C@@H](NC(=O)[C@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(n2c(=O)oc3ccccc32)CC1)C(=O)N1CCN(c2ccncc2)CC1,,(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID,
NCCCC[C@@H](NC(=O)[C@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N(C(N)=O)c2ccccc2)CC1)C(=O)N1CCN(c2ccncc2)CC1,,AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH,
NCCCC[C@@H](NC(=O)[C@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1,,"N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide",
CCOC(Cc1ccc(OCCN(C)C2=Nc3ccccc3Sc3ccccc32)cc1)C(=O)O,,Metribolone,
O=C(COc1ccccc1)N[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O,,Tacedinaline,
O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCCCCC(=O)N[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O,,Prajmaline,
OC[C@H]1O[C@H](OCc2ccccc2)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@@H]1O,,X-396,
CCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O,,Epicatechin,
Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccc1Cl,,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",
Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccnc2)ccc1Cl,,FK-960,
Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccncn2)ccc1Cl,,Trandolapril,
Oc1cc(-c2[nH]c(-c3ccco3)nc2-c2ccncc2)ccc1Cl,,CTS-1027,
COC(=O)c1ccc(NC(=O)CCN2CCC(Cc3cnc[nH]3)CC2)cc1,,Mersalyl,
O=C(CCCN1CCC(Cc2cnc[nH]2)CC1)Nc1ccc(Cl)cc1,,Clobetasone,
CCCCCCC(=O)N1CCC(Cc2cnc[nH]2)CC1,,Benfotiamine,
c1ccc(CCCCN2CCC(Cc3cnc[nH]3)CC2)cc1,,alpha-D-Xylopyranose,
OCc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,,2-(4-METHYLPHENOXY)ETHYLPHOSPHINATE,
O=C(CCN1CCC(Cc2cnc[nH]2)CC1)Nc1ccccc1,,"2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL",
N=C(NO)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,,"4,6-Dideoxyglucose",
OC1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",
Nc1nccc(-c2nc(-c3ccccc3)[nH]c2-c2ccc(Cl)c(O)c2)n1,,Hycanthone,
OCc1cccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)c1,,Fosdagrocorat,
OCc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl,,"2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL",
Oc1ccc(CNc2ccc3ccccc3n2)cc1,,1-[2-(4-ETHOXY-3-FLUOROPYRIDIN-2-YL)ETHYL]-3-(5-METHYLPYRIDIN-2-YL)THIOUREA,
c1c[nH]c(CNc2ccc3ccccc3n2)c1,,SB-269970,
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(C/C(=N\OCCN2CCOCC2)c2ccccc2)C[C@H]1Cc1c[nH]c2ccccc12,,Demecolcine,
C/C(CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1)=N/OCCN1CCN(C)CC1,,Homatropine methylbromide,
C/C(CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1)=N/OCCN1CCSCC1,,S-Methyl glutathione,
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(C/C(=N\OCCCN2CCOCC2)c2ccccc2)C[C@H]1Cc1c[nH]c2ccccc12,,Mepenzolate,
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(CC/C(=N\OCCN2CCOCC2)c2ccccc2)C[C@H]1Cc1c[nH]c2ccccc12,,"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE",
C/C(CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1)=N/OCCN1CCS(=O)(=O)CC1,,Indole-3-Glycerol Phosphate,
C/C(CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1)=N/OCc1ccccn1,,N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl),
CN(C)CCCOc1ccc(CN2CCC(Cc3cnc[nH]3)CC2)cc1,,Magnesium lactate,
O=C(c1ccc(OCCCN2CCC(Cc3cnc[nH]3)CC2)nc1)N1CCCCC1,,Ravidasvir,
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(C/C=N\OCCCN2CCOCC2)C[C@H]1Cc1c[nH]c2ccccc12,,1-(5-phospho-D-ribosyl)-ATP,
Nc1ncc(-c2ccc(OCCCN3CCC(Cc4cnc[nH]4)CC3)cc2)cn1,,Ombitasvir,
c1ncc(CC2CCN(CCCCOc3ccc(CN4CCCCC4)cc3)CC2)[nH]1,,Livoletide,
CO/N=C(/C)CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1,,Besifovir,
NC(=O)C1CCN(Cc2ccc(OCCCN3CCC(Cc4cnc[nH]4)CC3)cc2)CC1,,Imeglimin,
C/C(CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1)=N/OCCN,,Tyramine,
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(CC2=NOC(CN3CCOCC3)C2)C[C@H]1Cc1c[nH]c2ccccc12,,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",
CNCCO/N=C(/C)CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1,,"2,3-di-O-phytanyl-sn-glycerol",
C/C(CCCN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1)=N/OCCN1CCOCC1,,Agomelatine,
C/C(CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1)=N/OCCN(C)C,,"2,5-Diaminopyrimidin-4,6-diol",
C/C(CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1)=N/OCC(C)(C)N1CCOCC1,,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(Cc2cc(CN3CCOCC3)on2)C[C@H]1Cc1c[nH]c2ccccc12,,Elaidamide,
O=C(Nc1nccs1)N1CCC(Cc2cnc[nH]2)CC1,,Maltose,
O=C(Nc1ncccn1)N1CCC(Cc2cnc[nH]2)CC1,,Ofloxacin,
NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C(c2ccccc2)c2ccccc2)NC(=O)CC2(CCCCC2)SSC[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,,PKI-179,
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CSSC[C@@H](N)C(=O)N2CCN(C(=O)[C@@H]2Cc2ccccc2)[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,,Clobutinol,
COc1ccc2c(c1)CCN(C)CCc1ccccc1C2,,Quinbolone,
NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@](N)(CO)CSSC[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,,"(1S,2R)-2-[(2,5-difluorophenyl)carbamoyl]cyclopropanecarboxylic acid",
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CSSCCC(=O)N2CCN(C(=O)[C@@H]2Cc2ccccc2)[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,,N-[Tosyl-D-Prolinyl]Amino-Ethanethiol,
NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C(c2ccccc2)c2ccccc2)NC(=O)[C@H](N)CSSC[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,,Acetoacetyl-CoA,
NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C(c2ccccc2)c2ccccc2)NC(=O)CCSSC[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,,Troxerutin,
CC(=O)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,,L-2-amino-4-methoxy-cis-but-3-enoic acid,
NC(N)=NCCC[C@H](NC(=O)[C@@H]1CC2(CCCC2)C2CCC[C@](Cc3ccccc3)(NC(=O)[C@H](CO)NC(=O)[C@H](Cc3cccs3)NC(=O)CNC(=O)[C@@H]3CC(O)CN3C(=O)[C@@H]3CCCN3C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)C(=O)N21)C(=O)O,,Surufatinib,
NC(N)=NCCC[C@H](NC(=O)[C@@H]1CC2(CCCC2)C2CCC[C@@](Cc3ccccc3)(NC(=O)[C@H](CO)NC(=O)[C@H](Cc3cccs3)NC(=O)CNC(=O)[C@@H]3CC(O)CN3C(=O)[C@@H]3CCCN3C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)C(=O)N21)C(=O)O,,Malacidin A,
CCOc1nc2ccccc2nc1C(=O)Nc1cc(CN2CCN(C)CC2)c(O)c(N2CCN(C)CC2)c1,,"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE",
COc1nc2ccccc2nc1C(=O)Nc1cc(CN2CCOCC2)c(O)c(N2CCOCC2)c1,,Phenazocine,
CCOc1nc2ccccc2nc1C(=O)Nc1ccc(O)c(CN2CCN(C)CC2)c1,,5'-O-[(L-methionyl)-sulphamoyl]adenosine,
CCOc1nc2ccccc2nc1C(=O)Nc1ccc(O)c(CN2CCCCC2)c1,,Mebutizide,
CCOc1nc2ccccc2nc1C(=O)Nc1ccc(O)c(CN2CCOCC2)c1,,Triflusal,
CCN1CCN(Cc2cc(NC(=O)c3nc4ccccc4nc3OC)ccc2O)CC1,,Imidazole-Derived Cellobiose,
COc1nc2ccccc2nc1C(=O)Nc1cc(CN2CCCC2)c(O)c(N2CCCC2)c1,,Bombesin,
COc1nc2ccccc2nc1C(=O)Nc1cc(CN2CCNCC2)c(O)c(N2CCNCC2)c1,,Cefozopran,
COc1nc2ccccc2nc1C(=O)Nc1ccc(O)c(CN2CCOCC2)c1,,"3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER",
CCOc1nc2ccccc2nc1C(=O)Nc1ccc(O)c(CN2CCCC2)c1,,"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",
COc1nc2ccccc2nc1C(=O)Nc1cc(CN2CCN(C)CC2)c(O)c(N2CCN(C)CC2)c1,,Ethacizine,
CCN1CCN(Cc2cc(NC(=O)c3nc4ccccc4nc3OC)cc(N3CCN(CC)CC3)c2O)CC1,,Dihydroergocristine,
COc1nc2ccccc2nc1C(=O)Nc1ccc(O)c(CN2CCCCC2)c1,,Gallium citrate Ga-67,
CCOc1nc2ccccc2nc1C(=O)Nc1cc(CN2CCCC2)c(O)c(N2CCCC2)c1,,4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE,
COc1nc2ccccc2nc1C(=O)Nc1ccc(O)c(CN2CCNCC2)c1,,Gluconolactone,
Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)N4CCC[C@@H]4C(=O)NCCCNC(=O)c4ccc(C(=N)N)cc4)c3Cl)c2n1,,LF-16-0687,
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OCC2OC(O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1OP(=O)([O-])[O-],,"CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",
COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CC[N+]2(C)C)cc1OC,,N-Me-laudanosine,
NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)Cn2cc(nn2)CCCNC1=O,,(E)-2-Fluoro-P-Hydroxycinnamate,
NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)[C@@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)Cn2cc(nn2)CCCNC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)Cn2cc(nn2)CCCNC1=O,,Ranimustine,
CCCCCNC(=O)[C@H](CC(N)=O)NC(=O)C1(NC(=O)[C@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)Cn2cc(CCCNC(=O)[C@H](CC(N)=O)NC(=O)C3(NC(=O)[C@H](Cc4ccc(CP(=O)(O)O)cc4)NC(C)=O)CCCCC3)nn2)CCCCC1,,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",
COc1nsc(OCCOCCOCCOCCOc2nsnc2C2C=CCCN2C)n1,,2-Dimethylamino-Ethyl-Diphosphate,
COC(=O)N1CCC(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2ccc3ccccc3c2)CC1,,Oprozomib,
COCCOC(=O)N1CCC(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2ccc3ccccc3c2)CC1,,"3-[(4-fluorophenyl)sulfanyl]-N-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide",
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)CCN(C(=O)OCc2ccccc2)CC1)C(=O)NCCCc1ccc2ccccc2c1,,Brivudine monophosphate,
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)CCN(C(=O)OCCc2ccccc2)CC1)C(=O)NCCCc1ccc2ccccc2c1,,Cocarboxylase,
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)CCN(C(=O)CCCc2ccccc2)CC1)C(=O)NCCCc1ccc2ccccc2c1,,Dextrorphan,
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)CCN(C(=O)CCCCc2ccccc2)CC1)C(=O)NCCCc1ccc2ccccc2c1,,Diloxanide furoate,
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)CCN(S(=O)(=O)CCc2ccccc2)CC1)C(=O)NCCCc1ccc2ccccc2c1,,PCO-371,
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)CCN(C(=O)OCc2ccc(C(=O)O)cc2)CC1)C(=O)NCCCc1ccc2ccccc2c1,,4-Methylidene-5-One,
CC(C)[C@H](NC(=O)[C@@H]1CSSC(C)(C)[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)O,,3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid,
CC(C)[C@H](NC(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)O,,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,
CC(C)[C@H](NC(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)O,,Hydrocortisone acetate,
CC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(Nc2nnc(N)[nH]2)cc1)C(=O)N[C@H](Cc1ccc(Nc2nnc(N)[nH]2)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(N)=O,,"5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid",
